1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,EnclosedPorch,Fireplaces,FullBath,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LowQualFinSF,MiscVal,OpenPorchSF,OverallCond,OverallQual,PoolArea,ScreenPorch,TotRmsAbvGrd,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
764,0,0,2,0,0,1,764,0,1,5232,0,0,0,5,5,0,0,4,0,1925,2004,73000
1422,0,0,3,0,1,2,1422,0,1,12090,0,0,0,6,6,0,0,7,276,1981,1981,175500
802,709,0,3,0,1,2,1511,1,1,11207,0,0,75,5,6,0,0,8,95,1997,1997,185000
1052,720,0,4,0,1,2,2192,1,1,8400,420,0,24,8,5,0,0,8,262,1939,1997,179500
778,0,0,2,0,1,1,778,0,1,6900,0,0,25,6,5,0,0,4,0,1940,1955,120500
1113,0,0,3,0,1,1,1113,1,1,7917,0,0,30,7,6,0,0,6,370,1976,1976,148000
1095,844,0,3,0,1,2,1939,1,1,10728,0,0,51,5,8,0,0,8,192,2006,2006,266000
1363,0,0,2,0,2,1,1363,0,1,39104,0,0,0,7,7,0,0,5,81,1954,2005,241500
1164,1106,0,4,0,1,2,2270,1,1,11764,0,0,57,7,8,0,0,9,132,1999,2007,290000
1632,0,0,3,0,1,2,1632,0,1,9600,0,0,0,6,6,0,0,6,289,1958,1988,139000
816,0,0,2,0,0,1,816,0,1,8314,0,0,0,7,5,0,0,5,168,1982,1982,124500
952,596,0,3,0,0,2,1548,1,1,7264,0,0,0,7,7,0,144,5,74,1925,2007,205000
1560,0,0,3,0,0,2,1560,0,1,9196,0,0,150,5,7,0,0,7,100,2003,2003,201000
864,0,0,2,0,0,1,864,0,1,19138,0,0,0,5,4,0,0,4,0,1951,1951,141000
2121,0,0,3,0,1,2,2121,1,1,14450,0,0,98,5,9,0,142,8,124,2006,2007,415298
1156,866,0,4,0,1,2,2022,1,1,10005,0,0,117,5,7,0,0,8,288,1977,1977,192000
1175,807,196,3,0,1,2,1982,1,1,11287,0,0,84,6,7,0,0,7,0,1989,1989,228500
1262,0,0,2,0,0,2,1262,0,1,7200,0,0,120,5,6,0,0,5,0,2006,2006,185000
1314,0,0,2,0,1,2,1314,0,1,5063,0,0,62,5,7,0,0,6,172,2007,2008,207500
1468,0,0,3,0,1,2,1468,0,1,9612,0,0,150,5,8,0,0,6,210,2008,2009,244600
1575,0,0,2,52,0,2,1575,0,1,8012,0,0,0,5,6,0,0,5,0,1992,1992,179200
625,625,0,2,0,0,2,1250,1,1,4251,0,0,54,5,7,0,0,5,0,2006,2007,164700
1085,649,0,3,0,1,1,1734,1,1,9786,0,0,0,7,6,0,128,7,0,1962,1981,159000
858,0,0,3,0,0,1,858,0,1,8125,0,0,0,4,4,0,0,5,0,1971,1971,88000
900,0,0,3,0,0,1,900,0,1,9819,0,0,0,5,5,0,0,5,0,1967,1967,122000
698,698,0,3,0,0,1,1396,0,1,8730,0,0,0,7,6,0,259,7,0,1915,2003,153575
1079,840,0,3,0,1,2,1919,1,1,15611,0,0,51,5,8,0,0,8,0,2006,2006,233230
936,780,0,6,0,0,2,1716,0,1,5687,0,0,184,6,5,0,0,9,0,1912,2000,135900
1148,568,0,3,0,1,1,1716,1,1,11409,0,0,0,4,5,0,160,8,0,1949,2008,131000
1468,795,0,3,0,1,2,2263,1,1,16659,0,0,250,7,7,0,0,9,0,1977,1994,235000
1644,0,0,3,0,2,1,1644,0,1,9600,0,0,0,5,6,0,0,7,110,1953,1953,167000
1003,0,0,3,0,0,1,1003,0,1,7937,0,0,0,6,6,0,0,6,120,1984,1984,142500
910,648,0,4,0,0,1,1558,1,1,13710,0,0,0,5,5,0,0,6,289,1950,1950,152000
975,975,0,3,0,1,2,1950,1,1,7399,0,0,10,5,7,0,198,7,0,1997,1998,239000
1041,702,0,3,0,1,1,1743,2,1,11700,0,0,0,6,6,0,0,7,224,1968,1968,175000
1152,0,0,3,0,1,1,1152,0,1,14000,0,0,36,8,6,0,0,6,0,1950,2004,158500
1336,0,0,2,0,2,1,1336,0,1,15750,0,0,0,5,5,0,0,5,0,1953,1953,157000
1210,1242,0,4,0,1,2,2452,1,1,16226,0,0,50,5,8,0,0,9,208,1998,1999,267000
1541,0,0,3,0,1,2,1541,0,1,13704,0,0,81,5,7,0,0,6,468,2001,2002,205000
894,0,0,3,0,0,1,894,0,1,9800,0,0,0,7,5,0,0,5,256,1972,1972,149900
1675,1818,0,3,0,1,3,3493,0,1,18386,0,0,0,9,7,0,0,10,302,1880,2002,295000
2000,0,0,3,0,0,2,2000,0,1,10386,0,0,0,5,8,0,0,8,168,2004,2005,305900
1122,1121,0,4,224,1,2,2243,1,1,13474,0,0,44,5,7,0,0,8,127,1990,1991,225000
1035,371,0,3,0,0,1,1406,0,1,7920,0,0,144,7,6,0,0,6,0,1920,1950,89500
861,0,0,1,0,0,1,861,0,1,12342,0,0,0,5,4,0,0,4,158,1940,1950,82500
1944,0,0,3,0,3,2,1944,0,1,12378,0,0,175,5,9,0,0,8,208,2003,2004,360000
697,804,0,3,0,1,2,1501,1,1,7685,0,0,63,5,6,0,0,6,190,1993,1994,165600
972,0,0,2,0,1,1,972,0,1,8000,0,0,0,6,6,0,0,5,0,1948,2002,132000
793,325,0,3,0,1,1,1118,0,1,7800,0,0,0,7,5,0,271,5,0,1939,1950,119900
2036,0,0,3,0,2,2,2036,0,1,215245,0,0,0,5,7,0,0,8,0,1965,1965,375000
832,809,0,3,234,1,1,1641,1,1,9600,0,0,0,7,7,0,0,6,0,1925,1990,178000
716,716,0,3,0,1,2,1432,1,1,7795,0,0,51,5,7,0,0,6,100,2004,2005,188500
1153,1200,0,4,0,1,2,2353,1,1,13005,0,0,195,7,7,0,0,10,288,1980,1980,260000
1088,871,0,3,0,1,2,1959,1,1,9000,0,0,46,5,8,0,0,8,208,2006,2006,270000
1372,1274,0,4,144,1,2,2646,1,1,9900,0,0,60,5,7,0,0,9,340,1993,1993,260000
1472,0,0,3,0,2,2,1472,0,1,14115,0,0,48,5,7,0,0,6,233,1980,1980,187500
1249,1347,0,4,0,0,3,2596,1,1,16259,0,0,154,5,9,0,0,9,240,2006,2006,342643
1136,1332,0,4,0,1,2,2468,1,1,12099,0,0,154,5,8,0,0,10,184,2004,2004,354000
1553,1177,0,4,0,1,2,2730,1,1,10380,0,0,96,5,7,0,0,8,201,1986,1987,301000
1163,0,0,3,0,0,1,1163,0,1,5820,0,0,98,8,3,0,0,6,142,1955,2005,126175
1898,1080,0,5,0,1,2,2978,1,1,11275,0,0,0,7,7,0,0,11,240,1967,2007,242000
803,0,0,2,244,0,1,803,0,1,5000,0,0,0,6,5,0,0,5,0,1941,1950,87000
1719,0,0,1,0,2,1,1719,1,1,10846,0,0,30,5,8,0,0,6,122,1993,1993,324000
1383,0,0,3,0,0,1,1383,1,1,11600,0,0,45,5,6,0,0,7,0,1960,1960,145250
1445,689,0,5,268,0,2,2134,0,1,11888,0,0,60,6,6,0,0,10,0,1916,1994,214500
596,596,0,3,137,0,1,1192,0,1,6402,0,0,0,5,5,0,0,6,0,1920,1950,78000
1728,0,0,6,0,0,2,1728,0,2,10624,0,0,0,4,5,0,0,10,155,1964,1964,119000
1056,0,0,3,0,0,1,1056,0,1,8176,0,0,0,6,5,0,0,6,0,1958,1992,139000
1629,0,0,3,0,1,2,1629,0,1,10655,0,0,0,5,8,0,0,7,0,2003,2004,284000
1358,0,0,2,0,1,2,1358,0,1,8198,0,0,30,5,7,0,0,6,192,2004,2004,207000
943,695,0,3,0,2,2,1638,1,1,9042,0,0,38,5,6,0,0,7,100,1998,1998,192000
1619,167,0,3,0,2,2,1786,0,1,164660,0,700,0,6,5,0,0,7,670,1965,1965,228950
1922,0,0,3,0,1,2,1922,0,1,14157,0,0,51,5,9,0,0,8,178,2005,2006,377426
1536,0,0,3,0,0,2,1536,0,1,9135,0,0,74,5,7,0,0,7,192,2002,2003,214000
1621,0,0,3,0,0,2,1621,0,1,14145,0,400,45,7,7,0,0,8,108,1984,1998,202500
1215,0,0,3,0,0,1,1215,0,1,12400,0,0,0,7,6,0,234,6,0,1958,1998,155000
993,915,0,4,0,0,2,1908,1,1,14191,0,0,0,5,8,0,0,9,135,2002,2002,202900
841,0,0,2,24,0,1,841,0,1,8400,0,0,0,4,4,0,0,4,250,1950,1950,82000
1040,0,0,2,0,0,2,1040,0,2,8544,0,0,0,4,3,0,0,6,0,1949,1950,87500
1684,0,0,2,0,1,2,1684,0,1,8849,0,0,72,5,9,0,0,6,495,2005,2005,266000
536,576,0,3,0,0,1,1112,1,1,2592,0,0,0,3,5,0,0,4,182,1976,1976,85000
972,605,0,3,0,1,1,1577,0,1,6435,0,0,0,5,6,0,0,6,0,1939,1950,140200
958,0,0,2,0,0,1,958,0,1,12772,0,15500,0,8,6,0,0,5,0,1960,1998,151500
1478,0,0,3,0,2,2,1478,0,1,17600,0,0,40,5,6,0,0,6,0,1960,1960,157500
764,862,0,2,0,0,2,1626,1,1,2448,0,0,27,5,7,0,0,6,0,2003,2004,154000
1848,880,0,4,0,2,2,2728,1,1,20431,0,0,0,5,9,0,0,10,0,2005,2006,437154
1869,0,0,2,0,1,2,1869,0,1,7820,0,0,54,5,9,0,0,6,210,2007,2007,318061
1453,0,0,2,0,1,1,1453,1,1,5271,0,0,80,5,7,0,184,6,0,1986,1986,190000
616,495,0,3,0,0,1,1111,0,1,9084,0,0,0,6,5,0,0,5,48,1941,1950,95000
720,0,0,2,0,0,1,720,0,1,8520,0,0,0,8,6,0,0,5,106,1928,2003,105900
1192,403,0,2,108,2,1,1595,0,1,8400,0,0,0,5,6,0,0,6,0,1940,2000,140000
1200,0,0,3,0,0,2,1200,0,1,11249,0,0,26,5,6,0,0,6,0,1995,1995,177500
1167,0,0,3,0,0,2,1167,0,1,9248,0,0,26,6,6,0,0,6,120,1992,1992,173000
1142,0,0,3,0,1,1,1142,1,1,4224,0,0,90,5,5,0,0,6,536,1976,1976,134000
1352,0,0,3,294,0,1,1352,0,1,6930,0,0,0,4,5,0,0,6,168,1958,1958,130000
1086,838,0,3,0,1,2,1924,1,1,12011,0,0,75,5,8,0,374,7,208,1998,1998,280000
912,0,0,2,0,1,1,912,0,1,7540,0,0,0,6,6,0,192,5,0,1978,1978,156000
988,517,0,3,0,0,1,1505,0,1,9144,0,0,0,5,5,0,0,8,0,1940,1982,145000
495,1427,0,4,177,1,3,1922,0,1,7301,0,0,0,5,7,0,0,7,0,2003,2003,198500
483,504,0,2,0,0,1,987,1,1,1680,0,0,0,8,6,0,0,5,250,1972,2007,118000
790,784,0,3,0,1,2,1574,1,1,18800,0,0,111,5,6,0,0,6,306,1976,1976,190000
672,672,0,3,218,0,1,1344,0,1,10690,0,0,128,7,5,0,0,6,0,1920,1997,147000
1394,0,0,3,0,2,1,1394,1,1,9500,0,0,76,5,6,0,185,6,0,1963,1963,159000
1431,0,0,3,0,1,1,1431,0,1,9150,0,0,110,5,6,0,0,6,64,1962,1962,165000
1268,0,0,2,0,1,1,1268,0,1,7800,0,0,98,6,5,0,0,7,0,1954,1954,132000
1287,0,0,3,0,1,1,1287,0,1,9830,0,0,17,7,5,0,182,7,364,1959,2006,162000
953,711,0,3,0,1,2,1664,1,1,8121,0,0,40,5,6,0,0,7,100,2000,2000,172400
1120,468,0,4,0,1,2,1588,0,1,17120,0,0,59,4,4,0,0,7,0,1959,1959,134432
752,0,0,2,0,0,1,752,0,1,7175,0,0,0,5,6,0,90,4,353,1984,1984,125000
1319,0,0,3,0,0,1,1319,0,1,10634,0,0,0,6,5,0,0,5,66,1953,1953,123000
847,1081,0,4,0,1,2,1928,1,1,8200,0,0,48,5,7,0,0,8,100,2003,2004,219500
904,0,0,1,0,0,0,904,1,1,10020,0,0,0,1,1,0,0,4,0,1922,1950,61000
914,0,0,2,0,0,1,914,0,1,8846,0,0,0,5,5,0,0,5,0,1996,1996,148000
1580,886,0,4,0,1,3,2466,0,1,11143,0,0,214,5,8,0,0,8,159,2004,2005,340000
1856,0,0,1,0,1,1,1856,1,1,11394,0,0,0,2,9,0,0,8,113,2010,2010,394432
1007,793,0,3,0,1,2,1800,1,1,8123,0,0,63,5,6,0,0,7,100,2000,2000,179000
1026,665,0,3,242,1,2,1691,0,1,5000,0,0,0,6,5,0,0,6,0,1924,1950,127000
1301,0,0,2,0,1,2,1301,0,1,7200,0,0,121,5,7,0,0,5,216,2006,2006,187750
939,858,0,3,0,0,2,1797,1,1,9245,0,0,53,5,7,0,0,8,144,2006,2006,213500
784,0,0,2,91,0,1,784,0,1,9000,0,0,0,3,6,0,0,5,0,1928,1950,76000
1079,874,0,3,0,2,2,1953,1,1,53107,0,0,231,5,6,0,0,9,216,1992,1992,240000
1269,0,0,2,0,1,2,1269,0,1,3182,0,0,20,5,8,0,144,6,146,2004,2005,192000
658,526,0,5,0,0,1,1184,0,1,8410,0,0,151,3,5,0,0,8,0,1910,1996,81000
1125,0,0,3,0,1,1,1125,0,1,7200,0,0,0,6,6,0,0,6,296,1976,1976,125000
1479,0,0,3,0,0,2,1479,0,1,9382,0,0,25,5,7,0,0,6,120,1999,2000,191000
1742,590,0,3,0,1,2,2332,1,1,12474,0,0,134,5,10,0,0,9,196,2007,2008,426000
961,406,0,4,112,0,1,1367,0,1,8405,0,0,130,8,5,0,0,7,0,1900,1950,119000
804,1157,0,3,0,1,2,1961,1,1,12209,0,0,192,5,6,0,0,7,125,2001,2002,215000
882,0,0,3,0,0,1,882,0,1,8339,0,1200,0,7,5,0,0,5,0,1959,1959,106500
788,0,0,2,0,2,1,788,0,1,7446,0,0,0,5,4,0,0,4,0,1941,1950,100000
735,299,0,2,0,0,1,1034,0,1,10134,0,0,39,6,5,0,0,5,0,1940,1950,109000
1144,0,0,3,0,0,1,1144,0,1,9571,0,0,0,6,5,0,0,6,44,1956,1956,129000
894,0,0,2,0,0,1,894,0,1,7200,0,0,0,5,5,0,0,6,215,1972,1972,123000
876,936,0,4,0,1,2,1812,0,1,7590,0,0,168,5,5,0,0,8,0,1962,1962,169500
1077,0,0,2,0,0,1,1077,0,1,8967,0,0,0,2,5,0,0,6,0,1920,1950,67000
1112,438,0,2,0,0,2,1550,0,1,8125,0,0,168,5,7,0,0,7,0,2006,2007,241000
1288,0,0,1,0,2,1,1288,1,1,14963,0,0,30,5,8,0,224,4,120,1996,1996,245500
1310,0,0,3,0,1,2,1310,0,1,8767,0,0,0,5,7,0,0,6,0,2005,2005,164990
672,0,0,2,0,0,1,672,0,1,10200,0,0,0,8,5,0,0,4,168,1940,1997,108000
1165,1098,0,4,0,1,2,2263,1,1,12090,0,0,123,5,8,0,0,10,144,1998,1998,258000
806,766,0,3,0,1,2,1572,1,1,10364,0,0,40,5,6,0,0,7,0,1995,1996,168000
1620,0,0,3,0,1,2,1620,0,1,9991,0,0,78,4,4,0,0,8,120,1976,1993,150000
1166,0,0,3,0,0,1,1639,0,1,10480,473,0,0,5,6,0,0,6,0,1936,1950,115000
840,840,0,4,160,0,2,1680,0,1,15576,0,0,0,7,6,0,0,8,0,1915,1976,177000
1071,1101,0,3,0,1,2,2172,1,1,14154,0,0,62,5,7,0,0,9,192,2006,2006,280000
1050,1028,0,3,0,1,2,2078,1,1,10800,0,0,102,5,8,0,0,8,0,2007,2008,339750
1276,0,0,3,0,0,1,1276,0,1,9571,0,0,0,3,5,0,0,5,0,1958,1958,60000
1056,0,0,3,0,0,1,1056,0,1,34650,0,0,0,5,5,0,0,5,264,1955,1955,145000
1478,0,0,2,0,1,2,1478,1,1,4403,0,0,144,5,7,0,0,7,0,2009,2009,222000
1028,0,0,2,130,1,1,1028,0,1,8960,0,0,0,6,5,0,0,5,0,1927,1950,115000
1080,1017,0,3,0,1,2,2097,1,1,11228,0,0,187,5,7,0,0,9,196,1993,1993,228000
1340,0,0,3,0,0,2,1340,0,1,8899,0,0,30,5,7,0,0,6,100,2007,2007,181134
672,728,0,3,0,1,1,1400,1,1,7844,0,0,0,7,6,0,0,6,0,1978,1978,149500
1370,1254,0,4,0,1,2,2624,1,1,22420,0,0,0,6,6,0,0,10,0,1918,1950,239000
756,378,0,3,0,0,1,1134,1,1,8160,0,0,0,6,5,0,0,7,0,1940,1950,126000
1056,0,0,3,184,1,1,1056,0,1,8450,0,0,85,6,5,0,0,6,0,1968,1968,142000
1344,0,0,2,0,0,2,1344,0,2,7060,0,0,0,5,7,0,0,8,0,1997,1998,206300
1602,0,0,3,0,1,2,1602,0,1,16635,0,0,0,7,6,0,0,8,240,1977,2000,215000
988,0,0,2,0,0,1,988,0,1,21750,0,0,0,5,5,0,0,4,0,1954,1954,113000
1470,1160,0,4,0,1,2,2630,1,1,9200,0,0,66,5,8,0,0,8,0,1998,1998,315000
1196,0,0,2,0,1,1,1196,0,1,9000,0,0,44,5,6,0,0,6,0,1956,1956,139000
707,682,0,3,126,2,1,1389,1,1,3378,0,0,0,8,7,0,0,6,0,1946,1992,135000
1644,0,0,2,0,1,2,1644,0,1,12800,0,0,0,5,7,0,396,5,80,1989,1989,275000
907,0,0,3,0,0,1,907,0,1,8593,0,0,0,6,4,0,0,5,0,1957,1957,109008
1208,0,0,2,0,0,2,1208,0,1,6762,0,0,54,5,7,0,0,6,105,2007,2007,195400
1412,0,0,3,169,1,2,1412,0,1,11457,0,0,0,5,6,0,0,6,0,1988,1988,175000
483,504,0,2,0,0,1,987,1,1,1680,0,0,0,5,6,0,0,4,0,1971,1971,85400
1088,110,0,4,0,0,1,1198,0,1,5586,0,0,98,7,6,0,0,7,0,1920,1998,79900
765,600,0,2,0,0,1,1365,1,1,1920,0,0,36,5,5,0,0,6,240,1971,1971,122500
926,678,0,3,0,1,2,1604,1,1,10839,0,0,36,5,6,0,0,7,0,1997,1998,181000
630,0,0,1,0,0,1,630,0,1,1890,0,0,0,7,4,0,0,3,88,1972,1972,81000
827,834,0,3,0,1,2,1661,1,1,10667,0,0,61,6,7,0,0,6,158,1996,1996,212000
734,384,0,2,0,0,1,1118,0,1,4400,0,0,0,8,6,0,0,6,0,1920,1950,116000
904,0,0,2,105,0,1,904,0,1,6000,0,0,0,7,6,0,0,4,0,1926,2004,119000
694,0,0,2,34,1,1,694,0,1,4280,0,0,0,6,5,0,0,4,0,1913,2002,90350
684,512,0,3,0,0,1,1196,0,1,12354,0,800,46,8,6,0,0,7,0,1920,2000,110000
2402,0,0,2,0,2,2,2402,0,1,15431,0,0,72,5,10,0,170,10,0,2008,2008,555000
1440,0,0,4,0,0,2,1440,0,2,12108,0,0,0,4,4,0,0,8,0,1955,1955,118000
1128,445,0,3,0,1,2,1573,0,1,6240,0,0,0,7,5,0,0,8,0,1930,1992,162900
1258,0,0,2,0,1,2,1258,0,1,3922,0,0,16,5,7,0,0,6,144,2006,2007,172500
933,975,0,4,0,1,2,1908,1,1,8750,0,0,133,5,7,0,0,8,144,1994,1995,210000
1689,0,0,3,0,1,1,1689,0,1,9855,0,0,0,5,6,0,0,7,0,1956,1956,127500
1888,0,0,2,0,1,2,1888,1,1,16492,0,0,0,6,6,0,0,6,0,1966,2002,190000
956,930,0,4,0,1,2,1886,1,1,11214,0,0,0,5,7,0,0,10,89,1998,1999,199900
780,596,0,3,0,1,2,1376,0,1,8600,0,0,0,6,6,0,0,7,0,1937,1950,119500
679,504,0,2,0,0,1,1183,1,1,6000,0,0,176,7,3,0,0,6,0,1948,2002,120000
813,0,0,2,0,0,1,813,0,1,5684,0,0,113,8,6,0,0,5,0,1930,2005,110000
1533,0,0,2,0,2,2,1533,0,1,70761,0,0,54,5,7,0,0,5,200,1975,1975,280000
888,868,0,3,0,0,2,1756,1,1,9303,0,0,122,5,6,0,0,7,144,1996,1997,204000
786,804,0,3,0,0,2,1590,1,1,9000,0,0,30,5,8,0,0,6,0,2008,2008,210000
1728,0,0,4,0,0,2,1728,0,2,9297,0,0,0,5,5,0,0,8,0,1976,1976,188000
1242,0,0,3,0,1,1,1242,1,1,9600,0,0,0,6,7,0,0,6,0,1973,1973,175500
624,720,0,4,96,0,1,1344,0,1,4571,0,0,0,5,5,0,0,7,0,1916,1950,98000
1663,0,0,2,0,2,1,1663,0,1,53227,0,0,137,6,4,0,0,6,224,1954,1994,256000
833,833,0,3,0,1,1,1666,0,1,5100,0,0,63,7,8,0,0,7,192,1925,1996,161000
979,224,0,3,248,1,1,1203,0,1,7015,0,0,0,4,5,0,0,5,0,1950,1950,110000
832,1103,0,3,0,0,2,1935,1,1,8004,0,0,150,5,8,0,0,8,0,2009,2009,263435
575,560,0,3,0,0,1,1135,0,1,7200,0,0,0,9,7,0,0,6,256,1936,2007,155000
864,0,0,3,236,1,1,864,0,1,8281,0,0,0,5,5,0,0,5,0,1965,1965,62383
849,811,0,3,0,1,1,1660,1,1,11988,0,0,0,7,6,0,0,6,0,1934,1995,188700
1040,0,0,3,0,0,2,1040,0,1,8430,0,0,0,5,5,0,0,5,0,1978,1978,124000
1414,0,0,2,0,1,2,1414,0,1,3072,0,0,20,5,7,0,0,6,144,2004,2004,178740
1277,0,0,2,0,1,1,1277,0,1,10628,0,0,0,5,7,0,176,5,0,1970,1970,167000
888,756,0,3,0,2,1,1644,1,1,9480,0,0,0,7,5,0,0,7,168,1942,1995,146500
1634,0,0,3,0,1,2,1634,0,1,11428,0,0,44,5,8,0,0,7,0,2006,2006,250000
832,878,0,3,0,0,2,1710,1,1,9291,0,0,70,5,6,0,0,7,144,1993,1993,187000
1502,0,0,1,0,0,1,1502,1,1,6820,0,0,54,5,8,0,140,4,0,1985,1985,212000
1161,808,0,3,0,1,2,1969,1,1,11952,0,0,0,6,7,0,276,8,0,1977,1977,190000
1072,0,0,2,0,0,1,1072,0,1,3675,0,0,28,5,6,0,0,5,0,2005,2005,148000
1976,0,0,2,0,1,2,1976,0,1,14977,0,0,63,5,8,0,0,7,250,2006,2007,440000
1652,0,0,2,0,0,2,1652,0,1,5330,0,0,48,5,8,0,0,6,96,2000,2000,251000
970,0,0,2,0,0,1,970,0,1,8480,0,0,24,6,5,0,192,5,0,1963,1963,132500
1493,0,0,3,0,1,2,1493,0,1,13125,0,0,39,5,6,0,0,7,140,1997,1998,208900
2069,574,0,3,0,1,2,2643,1,1,13693,0,0,84,5,9,0,0,9,414,2006,2006,380000
1718,0,0,3,0,1,2,1718,0,1,10637,0,0,44,5,8,0,0,7,208,2007,2008,297000
1131,0,0,2,0,0,1,1131,0,1,5925,0,0,72,7,4,0,0,7,0,1937,2000,89471
1850,0,0,3,0,1,2,1850,0,1,16033,0,0,112,5,9,0,0,8,519,2004,2005,326000
1792,0,0,2,0,1,2,1792,0,1,11846,0,0,49,5,9,0,0,6,206,2003,2004,374000
916,910,0,4,0,1,1,1826,1,1,2500,0,0,0,8,7,0,0,7,0,1915,2005,155000
1216,0,0,2,0,0,2,1216,0,1,4500,0,0,125,5,6,0,0,5,0,1998,1998,164000
999,0,0,3,0,0,1,999,0,1,7758,0,0,132,7,5,0,0,6,0,1962,2001,132500
1113,0,0,3,120,1,1,1113,0,1,9600,0,0,80,7,5,0,0,5,0,1950,2007,147000
1073,0,0,3,0,0,1,1073,1,1,10289,0,0,0,7,5,0,0,6,0,1965,1965,156000
1484,0,0,3,0,1,2,1484,0,1,12243,0,0,0,6,5,0,180,7,224,1971,1971,175000
1766,648,0,3,0,1,2,2414,0,2,10800,0,0,0,4,5,0,0,10,142,1900,1970,160000
630,0,0,1,0,0,1,630,0,1,1526,0,0,0,8,4,0,0,3,0,1970,2002,86000
616,688,0,3,0,1,1,1304,1,1,2665,0,0,24,6,5,0,0,4,141,1976,1976,115000
958,620,0,3,32,2,1,1578,0,1,9490,0,0,0,7,6,0,0,5,0,1941,1950,133000
728,728,0,3,0,0,2,1456,1,1,15578,0,0,0,5,6,0,0,8,0,2006,2006,172785
1269,0,0,3,0,1,1,1269,1,1,7931,0,0,0,6,5,0,0,6,0,1960,1960,155000
886,0,0,2,80,0,1,886,0,1,5784,0,0,20,8,5,0,0,4,144,1938,1996,91300
720,0,0,2,115,0,1,720,0,1,7879,0,0,523,5,4,0,0,4,0,1920,1950,34900
3228,0,0,4,291,1,3,3228,0,1,12692,0,0,75,5,8,0,0,10,264,1992,1993,430000
1133,687,0,4,0,0,2,1820,0,1,9120,0,0,100,6,7,0,0,8,0,1925,1950,184000
899,0,0,3,0,0,1,899,0,1,7800,0,0,0,7,5,0,0,5,64,1967,2004,130000
912,0,0,2,0,0,1,912,0,1,7535,0,480,285,7,5,0,0,5,12,1958,1985,120000
672,546,0,3,0,0,1,1218,1,1,1890,0,0,28,5,6,0,0,7,144,1973,1973,113000
866,902,0,3,0,0,2,1768,1,1,9803,0,0,108,5,7,0,0,7,0,2005,2005,226700
1214,0,0,2,184,0,1,1214,0,1,9170,0,400,0,7,5,0,0,6,0,1965,1965,140000
1801,0,0,1,0,2,2,1801,0,1,15602,0,0,54,8,7,0,161,6,0,1959,1997,289000
855,467,0,3,0,1,2,1322,1,1,2308,0,0,0,5,6,0,0,6,260,1974,1974,147000
960,1000,0,4,0,0,2,1960,0,2,7596,0,0,0,5,5,0,0,10,0,1952,1952,124500
1065,846,0,3,0,1,2,1911,1,1,9554,0,0,81,5,8,0,0,8,182,1993,1994,215000
1218,0,0,2,0,0,2,1218,0,1,7862,0,0,102,5,6,0,0,4,0,2009,2009,208300
689,689,0,3,116,1,2,1378,0,1,9600,0,0,0,9,7,0,0,7,0,1928,2005,161000
1041,0,0,3,0,0,1,1041,0,1,9600,0,0,88,6,5,0,0,6,224,1959,1959,124500
1363,0,0,2,0,2,1,1363,0,1,14559,0,2000,42,7,5,0,168,6,324,1951,2000,164900
1368,0,0,2,0,1,2,1368,0,1,6792,0,0,35,5,7,0,0,6,132,2005,2006,202665
864,0,0,3,0,0,1,864,0,1,9100,0,0,0,5,5,0,0,5,0,1958,1958,129900
1080,0,0,3,158,0,1,1080,1,1,9187,0,0,0,5,6,0,0,5,120,1983,1983,134000
789,0,0,2,112,0,1,789,0,1,10594,0,0,0,5,5,0,0,5,0,1926,1950,96500
2020,0,0,3,0,1,2,2020,1,1,12220,0,0,54,5,10,0,0,9,156,2009,2009,402861
1378,741,0,3,0,1,2,2119,1,1,10448,0,0,104,6,6,0,0,7,0,1972,1972,158000
1277,1067,0,3,0,1,2,2344,1,1,10208,0,0,0,5,7,0,0,7,220,1996,1997,265000
882,914,0,3,0,0,2,1796,1,1,9531,0,0,36,5,6,0,0,7,0,1998,1998,211000
1276,804,0,3,0,2,1,2080,1,1,10918,0,0,0,9,7,0,145,9,0,1926,2004,234000
694,600,0,3,210,0,2,1294,0,2,10800,0,0,114,7,4,0,0,7,220,1900,2000,106250
1244,0,0,3,0,2,1,1244,1,1,11988,0,0,40,6,6,0,0,6,0,1957,1957,150000
1004,660,0,3,36,2,2,1664,0,1,5000,0,0,24,7,6,0,0,7,0,1947,1950,159000
3138,1538,0,3,0,1,3,4676,1,1,40094,0,0,406,5,10,0,0,11,208,2007,2008,184750
1383,1015,0,3,0,1,2,2398,1,1,11787,0,0,60,5,7,0,0,8,239,1996,1997,315750
1266,0,0,3,0,1,2,1266,0,1,7500,0,0,144,5,7,0,0,6,38,2005,2005,176000
928,0,0,2,156,0,1,928,0,1,13300,0,0,0,7,5,0,0,4,261,1956,2000,132000
1476,1237,0,3,0,1,2,2713,1,1,14948,0,0,66,5,9,0,0,11,126,2008,2008,446261
605,0,0,2,144,0,1,605,0,1,9098,0,0,0,7,4,0,0,5,0,1920,2002,86000
2515,0,0,4,200,2,3,2515,0,2,32668,0,0,0,3,6,0,0,9,0,1957,1975,200624
1509,0,0,3,0,1,2,1509,0,1,10200,0,0,0,5,6,0,0,5,224,1988,1989,175000
751,611,0,3,84,0,2,1362,0,1,6155,0,0,0,8,6,0,0,6,0,1920,1999,128000
