1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,GarageArea,GarageCars,GarageFinish,GarageQual,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LowQualFinSF,MasVnrArea,MiscVal,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,TotalSF,Functional_int,HouseStyle_int,HouseStyle_1st,HouseStyle_2st,HouseStyle_15st,Foundation_int,MasVnrType_int,BsmtFinType1_int,BsmtFinType1_Unf,HasWoodDeck,HasOpenPorch,HasEnclosedPorch,Has3SsnPorch,HasScreenPorch,YearsSinceRemodel,Total_Home_Quality,LotFrontage_log,LotArea_log,MasVnrArea_log,BsmtFinSF1_log,BsmtFinSF2_log,BsmtUnfSF_log,TotalBsmtSF_log,1stFlrSF_log,2ndFlrSF_log,LowQualFinSF_log,GrLivArea_log,BsmtFullBath_log,BsmtHalfBath_log,FullBath_log,HalfBath_log,BedroomAbvGr_log,KitchenAbvGr_log,TotRmsAbvGrd_log,Fireplaces_log,GarageCars_log,GarageArea_log,WoodDeckSF_log,OpenPorchSF_log,EnclosedPorch_log,3SsnPorch_log,ScreenPorch_log,PoolArea_log,MiscVal_log,YearRemodAdd_log,TotalSF_log,Alley_Grvl,Alley_Pave,Alley_missing,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType1_missing,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtFinType2_missing,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_missing,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageCond_Ex,GarageCond_Fa,GarageCond_Gd,GarageCond_Po,GarageCond_TA,GarageCond_missing,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_missing,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscFeature_missing,MoSold_1,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,Utilities_AllPub,Utilities_NoSeWa,Utilities_missing,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SalePrice
1166,1129.0,0,4,2,3,728.0,0.0,1.0,0.0,1,367.0,1,0,2,1,2,1,2,590.0,2.0,1,2,2295,1,0,1,1,0,13346,66.68633104092515,0,54.598150033144236,0,40,5,7,0,0,0,0,0,9,1095.0,0,1992,2000,3390.0,0,6,0,1,0,3,0,6,0,1,0,1,1,1,6,12,4.215031984076325,9.499047668705908,4.018329773844182,6.5916874493357,0.009950330853168092,5.90811011171277,6.999431591553928,7.062200201230134,7.029981761224751,0.009950330853168092,7.738928112830669,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.6114359150967734,0.6981347220709843,2.303584593327129,0.6981347220709843,1.1019400787607843,6.381832937736722,0.009950330853168092,3.713815939403968,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.601407332072496,8.12888309110389,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,12.498745990829315
841,806.0,0,4,2,3,665.1416330443618,0.0,1.0,0.0,1,806.0,0,136,2,2,1,0,1,216.0,1.0,2,2,1647,1,2,1,3,0,6858,66.0,0,54.598150033144236,0,66,4,6,0,0,0,0,0,6,806.0,0,1915,1950,2453.0,0,6,0,1,0,3,0,1,1,1,0,0,1,1,60,10,4.20484186198508,8.833318395436734,4.018329773844182,6.501517321869645,0.009950330853168092,6.693336059766904,6.693336059766904,6.735791890656363,6.693336059766904,0.009950330853168092,7.407323778412172,0.6981347220709843,0.009950330853168092,0.6981347220709843,0.6981347220709843,1.6114359150967734,0.6981347220709843,1.9473377010464987,0.009950330853168092,0.6981347220709843,5.379943435427982,0.009950330853168092,4.20484186198508,4.920053915865017,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.576102466186603,7.805478700242179,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11.759793355371237
1134,1370.0,0,4,1,3,665.1416330443618,0.0,0.0,0.0,1,1122.0,1,0,2,1,1,1,2,656.0,3.0,0,2,2504,1,0,1,0,0,11198,77.0,0,245.0,0,39,5,9,0,0,0,0,0,11,1122.0,144,2005,2007,3626.0,0,6,0,1,0,3,2,1,1,0,0,1,1,1,1,14,4.356837023600222,9.323580660519164,5.505372185512662,6.501517321869645,0.009950330853168092,7.023767859418298,7.023767859418298,7.0343967404493775,7.223302973481738,0.009950330853168092,7.826048005526966,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.6114359150967734,0.6981347220709843,2.485739636091892,0.6981347220709843,1.3887912413184778,6.487699239068929,4.976802705559804,3.6891294228691436,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.604899460878901,8.196163896378632,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,12.691583538230217
1535,665.1416330443618,0,3,2,3,2.0,0.0,0.0,0.0,1,1515.0,1,0,2,1,1,0,2,532.0,2.0,1,2,1535,0,0,1,1,0,10171,70.0,0,168.0,0,0,5,7,0,0,0,0,0,7,1517.0,0,2004,2004,3717.1416330443617,0,5,1,0,0,3,2,6,0,1,1,1,1,1,6,12,4.262820712194002,9.227395109632365,5.129957884770136,1.1019400787607843,0.009950330853168092,7.32383716248663,7.32515554554916,7.336943424103091,6.501517321869645,0.009950330853168092,7.336943424103091,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.3887912413184778,0.6981347220709843,2.080690761080268,0.009950330853168092,1.1019400787607843,6.278540185715924,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.603404327259404,8.220981950947442,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,12.273735966890268
1496,636.0,0,1,2,0,1441.0,0.0,1.0,0.0,1,55.0,1,0,2,1,1,1,1,612.0,2.0,0,1,2132,1,0,1,1,1,12327,79.0,0,54.598150033144236,0,40,8,8,0,0,0,0,0,5,1496.0,349,1983,2009,3628.0,1,2,0,0,1,2,0,6,0,0,0,1,1,1,0,16,4.382151626862033,9.419629188161206,4.018329773844182,7.273793252633609,0.009950330853168092,4.025530246221741,7.311225064424037,7.311225064424037,6.456785354036069,0.009950330853168092,7.665289406692898,0.6981347220709843,0.009950330853168092,0.6981347220709843,0.6981347220709843,0.6981347220709843,0.6981347220709843,1.7934247485471162,0.6981347220709843,1.1019400787607843,6.418381249016855,5.857961725503875,3.713815939403968,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.605894976165124,8.196715162789323,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,12.665397584983758
943,665.1416330443618,0,2,2,0,943.0,0.0,1.0,0.0,1,0.0,1,0,2,2,2,2,1,600.0,2.0,2,2,943,0,2,1,2,0,7032,66.68633104092515,0,54.598150033144236,0,0,5,5,0,0,0,0,0,4,943.0,42,1979,1979,2551.1416330443617,0,1,0,0,0,2,0,6,0,0,1,1,1,1,27,10,4.215031984076325,8.858370058175343,4.018329773844182,6.8501367593097315,0.009950330853168092,0.009950330853168092,6.8501367593097315,6.8501367593097315,6.501517321869645,0.009950330853168092,6.8501367593097315,0.6981347220709843,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.6114359150967734,1.1019400787607843,1.1019400787607843,6.39861157333189,3.7614326467956447,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.5908571741808775,7.844692060036673,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,11.820123358887447
1728,665.1416330443618,0,6,2,3,231.0,0.0,0.0,0.0,2,1497.0,1,0,2,2,1,0,2,576.0,2.0,2,2,1728,0,2,2,2,0,13101,74.0,0,108.0,0,0,5,5,0,0,0,0,0,10,1728.0,0,1965,1965,4121.141633044362,0,5,1,0,0,2,2,2,0,1,1,1,1,1,43,10,4.317621437981545,9.480520932533784,4.691439621140267,5.446780474185659,0.009950330853168092,7.311892839622306,7.455304269356559,7.455304269356559,6.501517321869645,0.009950330853168092,7.455304269356559,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.009950330853168092,1.9473377010464987,1.1019400787607843,2.3988039507345884,0.009950330853168092,1.1019400787607843,6.3578595973804495,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.583761387164166,8.32413054705337,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11.867805799560465
864,665.1416330443618,0,2,2,3,414.0,0.0,1.0,0.0,2,450.0,1,0,2,2,1,0,1,288.0,1.0,2,2,864,0,0,1,1,0,7332,60.0,0,207.0,0,0,6,6,0,0,0,0,0,4,864.0,168,1959,1959,2393.1416330443617,0,5,1,0,0,2,2,4,0,0,1,1,1,1,47,12,4.111037785163761,8.90014135179122,5.3375861554687365,6.028302616325927,0.009950330853168092,6.111489512205864,6.7627410675586965,6.7627410675586965,6.501517321869645,0.009950330853168092,6.7627410675586965,0.6981347220709843,0.009950330853168092,0.6981347220709843,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.6114359150967734,0.009950330853168092,0.6981347220709843,5.666461289589918,5.129957884770136,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.580704854252364,7.780784222894209,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,11.695255355062795
846,846.0,0,3,2,1,665.1416330443618,0.0,0.0,0.0,0,846.0,1,0,2,2,1,0,2,650.0,2.0,1,2,1692,1,1,1,1,0,13159,83.0,0,54.598150033144236,0,114,5,7,0,0,0,0,0,6,846.0,208,2009,2009,2538.0,0,6,0,1,0,3,0,1,1,0,0,1,1,1,0,12,4.4309358393767555,9.484937964757439,4.018329773844182,6.501517321869645,0.009950330853168092,6.741712500957802,6.741712500957802,6.741712500957802,6.741712500957802,0.009950330853168092,7.434263288790233,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.3887912413184778,0.6981347220709843,1.9473377010464987,0.009950330853168092,1.1019400787607843,6.478525003073694,5.3423820977101375,4.74501908110449,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.605894976165124,7.83952952025541,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,12.32163544049751
774,656.0,0,3,2,3,665.1416330443618,0.0,0.0,0.0,1,384.0,1,0,2,2,2,1,2,400.0,2.0,1,2,1430,1,0,1,2,0,9967,76.0,0,54.598150033144236,0,0,5,7,0,0,0,0,0,8,384.0,100,2000,2000,1814.0,0,4,0,0,0,3,0,1,1,0,1,1,1,1,7,12,4.343935283551159,9.207136244237004,4.018329773844182,6.501517321869645,0.009950330853168092,5.953269307976439,5.953269307976439,6.652875932495908,6.487699239068929,0.009950330853168092,7.26613576765223,0.009950330853168092,0.009950330853168092,1.1019400787607843,0.6981347220709843,1.3887912413184778,0.6981347220709843,2.1983350716202463,0.6981347220709843,1.1019400787607843,5.993986364651492,4.615219521841093,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.601407332072496,7.503846256325646,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,12.04355959836804
576,533.0,0,3,2,1,349.0,0.0,0.0,1.0,2,23.0,1,0,2,2,1,0,1,288.0,1.0,2,2,1109,0,2,1,2,0,10500,70.0,0,82.0,0,0,7,5,0,0,0,0,0,5,372.0,35,1971,2005,1481.0,0,4,0,0,0,2,2,5,0,0,1,1,1,1,2,12,4.262820712194002,9.259226721995798,4.418961082466944,5.857961725503875,0.009950330853168092,3.178470410233162,5.921605228935918,6.3578595973804495,6.280414565376614,0.009950330853168092,7.012124303274808,0.009950330853168092,0.6981347220709843,0.6981347220709843,0.009950330853168092,1.3887912413184778,0.6981347220709843,1.7934247485471162,0.009950330853168092,0.6981347220709843,5.666461289589918,3.583796677660784,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,0.009950330853168092,7.6039029535543206,7.301154553471593,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,11.842236406331555
